--技能的相关文字,这里命名规范一下
--S1L1name其中s1表示是技能1,L1表示是等级1,Name表示是名字,Desc表示说明,其他...
Skill=
{
s0Name="Thử nghiệm",	s0Desc="Thử nghiệm",
s57L27Desc="Hiệu quả: <(c0xFF66ccff)Gây 23622 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L28Desc="Hiệu quả: <(c0xFF66ccff)Gây 24163 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L29Desc="Hiệu quả: <(c0xFF66ccff)Gây 24704 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L30Desc="Hiệu quả: <(c0xFF66ccff)Gây 25245 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L31Desc="Hiệu quả: <(c0xFF66ccff)Gây 25786 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L32Desc="Hiệu quả: <(c0xFF66ccff)Gây 26327 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L33Desc="Hiệu quả: <(c0xFF66ccff)Gây 26868 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L34Desc="Hiệu quả: <(c0xFF66ccff)Gây 27409 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L35Desc="Hiệu quả: <(c0xFF66ccff)Gây 27950 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L36Desc="Hiệu quả: <(c0xFF66ccff)Gây 28491 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L37Desc="Hiệu quả: <(c0xFF66ccff)Gây 29032 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L38Desc="Hiệu quả: <(c0xFF66ccff)Gây 29572 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L39Desc="Hiệu quả: <(c0xFF66ccff)Gây 30113 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L40Desc="Hiệu quả: <(c0xFF66ccff)Gây 30654 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L41Desc="Hiệu quả: <(c0xFF66ccff)Gây 31195 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L42Desc="Hiệu quả: <(c0xFF66ccff)Gây 31736 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L43Desc="Hiệu quả: <(c0xFF66ccff)Gây 32277 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L44Desc="Hiệu quả: <(c0xFF66ccff)Gây 32818 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L45Desc="Hiệu quả: <(c0xFF66ccff)Gây 33359 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L46Desc="Hiệu quả: <(c0xFF66ccff)Gây 33900 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L47Desc="Hiệu quả: <(c0xFF66ccff)Gây 34441 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L48Desc="Hiệu quả: <(c0xFF66ccff)Gây 34982 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L49Desc="Hiệu quả: <(c0xFF66ccff)Gây 35523 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L50Desc="Hiệu quả: <(c0xFF66ccff)Gây 36064 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",


s58L1Desc="Hiệu quả: <(c0xFF66ccff)Gây 9557 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L2Desc="Hiệu quả: <(c0xFF66ccff)Gây 10098 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L3Desc="Hiệu quả: <(c0xFF66ccff)Gây 10639 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L4Desc="Hiệu quả: <(c0xFF66ccff)Gây 11180 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L5Desc="Hiệu quả: <(c0xFF66ccff)Gây 11721 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L6Desc="Hiệu quả: <(c0xFF66ccff)Gây 12262 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L7Desc="Hiệu quả: <(c0xFF66ccff)Gây 12803 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L8Desc="Hiệu quả: <(c0xFF66ccff)Gây 13344 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L9Desc="Hiệu quả: <(c0xFF66ccff)Gây 13885 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L10Desc="Hiệu quả: <(c0xFF66ccff)Gây 14426 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L11Desc="Hiệu quả: <(c0xFF66ccff)Gây 14967 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L12Desc="Hiệu quả: <(c0xFF66ccff)Gây 15508 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L13Desc="Hiệu quả: <(c0xFF66ccff)Gây 16048 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L14Desc="Hiệu quả: <(c0xFF66ccff)Gây 16589 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L15Desc="Hiệu quả: <(c0xFF66ccff)Gây 17130 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L16Desc="Hiệu quả: <(c0xFF66ccff)Gây 17671 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L17Desc="Hiệu quả: <(c0xFF66ccff)Gây 18212 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L18Desc="Hiệu quả: <(c0xFF66ccff)Gây 18753 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L19Desc="Hiệu quả: <(c0xFF66ccff)Gây 19294 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L20Desc="Hiệu quả: <(c0xFF66ccff)Gây 19835 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L21Desc="Hiệu quả: <(c0xFF66ccff)Gây 20376 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L22Desc="Hiệu quả: <(c0xFF66ccff)Gây 20917 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L23Desc="Hiệu quả: <(c0xFF66ccff)Gây 21458 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L24Desc="Hiệu quả: <(c0xFF66ccff)Gây 21999 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L25Desc="Hiệu quả: <(c0xFF66ccff)Gây 22540 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L26Desc="Hiệu quả: <(c0xFF66ccff)Gây 23081 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L27Desc="Hiệu quả: <(c0xFF66ccff)Gây 23622 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L28Desc="Hiệu quả: <(c0xFF66ccff)Gây 24163 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L29Desc="Hiệu quả: <(c0xFF66ccff)Gây 24704 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L30Desc="Hiệu quả: <(c0xFF66ccff)Gây 25245 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L31Desc="Hiệu quả: <(c0xFF66ccff)Gây 25786 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L32Desc="Hiệu quả: <(c0xFF66ccff)Gây 26327 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L33Desc="Hiệu quả: <(c0xFF66ccff)Gây 26868 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L34Desc="Hiệu quả: <(c0xFF66ccff)Gây 27409 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L35Desc="Hiệu quả: <(c0xFF66ccff)Gây 27950 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L36Desc="Hiệu quả: <(c0xFF66ccff)Gây 28491 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L37Desc="Hiệu quả: <(c0xFF66ccff)Gây 29032 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L38Desc="Hiệu quả: <(c0xFF66ccff)Gây 29572 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L39Desc="Hiệu quả: <(c0xFF66ccff)Gây 30113 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L40Desc="Hiệu quả: <(c0xFF66ccff)Gây 30654 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L41Desc="Hiệu quả: <(c0xFF66ccff)Gây 31195 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L42Desc="Hiệu quả: <(c0xFF66ccff)Gây 31736 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L43Desc="Hiệu quả: <(c0xFF66ccff)Gây 32277 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L44Desc="Hiệu quả: <(c0xFF66ccff)Gây 32818 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L45Desc="Hiệu quả: <(c0xFF66ccff)Gây 33359 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L46Desc="Hiệu quả: <(c0xFF66ccff)Gây 33900 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L47Desc="Hiệu quả: <(c0xFF66ccff)Gây 34441 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L48Desc="Hiệu quả: <(c0xFF66ccff)Gây 34982 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
